ID,Type,Description,Rating,Voltage,Protection,Feeds From,Notes
MV1,MV Incomer,Utility incomer B,,3.3 kV,,,
MVB1,MV Busbar,11 kV board A,630 A,3.3 kV,CB,MV1,
TX1,Transformer,"Chemical tx, Dyn11",500 kVA,3.3/0.4 kV,CB,MVB1,
BB1,LV Busbar,Main LV board,800 A,400 V,CB,TX1,
F1,Feeder,Spare,160 A,400 V,MCCB,BB1,
F2,Feeder,Spare 2,160 A,400 V,CB,BB1,
F3,Feeder,Small power,250 A,400 V,MCCB,BB1,
F4,Feeder,Workshop DB,100 A,400 V,CB,BB1,
MCC1,MCC,Sludge MCC,250 A,400 V,CB,BB1,
P1,Pump,Dosing pump 1,15 kW,400 V,Fused contactor,MCC1,
P2,Pump,Raw water pump 2,160 kW,400 V,Fused contactor,MCC1,
P3,Pump,HL pump 3,22 kW,400 V,Fused contactor,MCC1,
P4,Pump,Sludge pump 1,160 kW,400 V,CB,BB1,
P5,Pump,Blower 2,45 kW,400 V,CB,BB1,
F5,Feeder,Export cable,400 A,3.3 kV,CB,MVB1,
F6,Feeder,Chemical building DB,160 A,400 V,CB,BB1,
