ID,Type,Description,Rating,Voltage,Protection,Feeds From,Notes
INC1,MV Incomer,Utility incomer A,,3.3 kV,,,
MVB1,MV Busbar,11 kV board A,1250 A,3.3 kV,CB,INC1,
TX1,Transformer,"Riser R1, Dyn11",315 kVA,3.3/0.4 kV,CB,MVB1,
MSB1,LV Busbar,Main LV board,630 A,400 V,CB,TX1,
F1,Feeder,Intake lighting,63 A,400 V,CB,MSB1,
F2,Feeder,Gallery lighting,100 A,400 V,CB,MSB1,
F3,Feeder,Workshop DB,63 A,400 V,CB,MSB1,
F4,Feeder,Sockets east,250 A,400 V,MCCB,MSB1,
MCC1,MCC,Sludge MCC,630 A,400 V,CB,MSB1,
P1,Pump,Blower 1,45 kW,400 V,CB,MCC1,
P2,Pump,Borehole pump 2,11 kW,400 V,Contactor,MCC1,
P3,Pump,Backwash pump 1,55 kW,400 V,Contactor,MSB1,
F5,Feeder,Export cable,400 A,3.3 kV,CB,MVB1,
F6,Feeder,Spare,160 A,400 V,CB,MSB1,
F7,Feeder,Sockets east 2,250 A,400 V,CB,MSB1,
F8,Feeder,Intake lighting 2,400 A,400 V,CB,MSB1,
