ID,Type,Description,Rating,Voltage,Protection,Feeds From,Notes
INC1,MV Incomer,Utility incomer A,,3.3 kV,,,
MVB1,MV Busbar,11 kV switchboard,630 A,3.3 kV,CB,INC1,
TX1,Transformer,"Riser R1, Dyn11",1250 kVA,3.3/0.4 kV,CB,MVB1,
MSB1,LV Busbar,LV board R1,2500 A,400 V,CB,TX1,
F1,Feeder,Intake lighting,100 A,400 V,MCB,MSB1,
F2,Feeder,Intake lighting 2,400 A,400 V,CB,MSB1,
F3,Feeder,Chemical building DB,160 A,400 V,MCCB,MSB1,
F4,Feeder,Backwash valves,32 A,400 V,MCB,MSB1,
MCC1,MCC,Backwash MCC,400 A,400 V,CB,MSB1,
P1,Pump,CHW pump 1,55 kW,400 V,,MCC1,VSD
P2,Pump,Backwash pump 2,15 kW,400 V,,MCC1,
P3,Pump,Dosing pump 3,15 kW,400 V,Contactor,MCC1,
P4,Pump,Backwash pump 4,37 kW,400 V,Contactor,MCC1,
F5,Feeder,Sockets east,100 A,400 V,MCB,MSB1,
F6,Feeder,Intake lighting 3,63 A,400 V,CB,MSB1,
F7,Feeder,Intake lighting 4,63 A,400 V,CB,MSB1,
