ID,Type,Description,Rating,Voltage,Protection,Feeds From,Notes
INC1,MV Incomer,Primary substation,,11 kV,,,
MVB1,MV Busbar,11 kV board B,630 A,11 kV,CB,INC1,
TX1,Transformer,"Intake tx, Dyn11",1250 kVA,11/0.4 kV,CB,MVB1,
TX2,Transformer,"Riser R1, Dyn11",1250 kVA,11/0.4 kV,CB,MVB1,
MSB1,LV Busbar,Main LV board,2500 A,400 V,CB,TX1,
F1,Feeder,Spare,630 A,400 V,CB,MSB1,
F2,Feeder,Filter gallery DB,250 A,400 V,CB,MSB1,
F3,Feeder,Filter gallery DB 2,160 A,400 V,MCB,MSB1,
MCC1,MCC,Backwash MCC,400 A,400 V,CB,MSB1,
P1,Pump,Raw water pump 1,30 kW,400 V,Fused contactor,MCC1,
P2,Pump,Raw water pump 2,75 kW,400 V,,MCC1,
F4,Feeder,Way to the pump,63 A,400 V,MCCB,MSB1,
P3,Pump,Transfer pump,11 kW,400 V,Contactor,F4,
MSB2,LV Busbar,Filter MSB,2000 A,400 V,CB,TX2,
F5,Feeder,Spare 2,160 A,400 V,CB,MSB2,
F6,Feeder,Backwash valves,32 A,400 V,MCB,MSB2,
F7,Feeder,Chemical building DB,400 A,400 V,MCB,MSB2,
MCC2,MCC,Dosing MCC,250 A,400 V,CB,MSB2,
P4,Pump,Borehole pump 1,75 kW,400 V,Fused contactor,MCC2,
P5,Pump,Raw water pump 2,160 kW,400 V,Fused contactor,MCC2,
TIE1,Bus Coupler,LV tie,2500 A,400 V,CB,"MSB1, MSB2",Normally open
