ID,Type,Description,Rating,Voltage,Protection,Feeds From,Notes
MV1,MV Incomer,Utility incomer A,,3.3 kV,,,
MVB1,MV Busbar,11 kV switchboard,630 A,3.3 kV,CB,MV1,
TX1,Transformer,"HL pump tx, Dyn11",800 kVA,3.3/0.4 kV,CB,MVB1,
BB1,LV Busbar,Chemical MSB,1250 A,400 V,CB,TX1,
F1,Feeder,HVAC,100 A,400 V,CB,BB1,
F2,Feeder,Gallery lighting,250 A,400 V,MCB,BB1,
F3,Feeder,Spare,63 A,400 V,CB,BB1,
F4,Feeder,Gallery lighting 2,250 A,400 V,MCCB,BB1,
F5,Feeder,HVAC 2,160 A,400 V,CB,BB1,
MCC1,MCC,Main pump MCC,630 A,400 V,CB,BB1,
P1,Pump,Raw water pump 1,37 kW,400 V,Fused contactor,MCC1,VSD
P2,Pump,Sludge pump 2,55 kW,400 V,,MCC1,
P3,Pump,Sludge pump 3,22 kW,400 V,CB,MCC1,
F6,Feeder,Gallery lighting 3,160 A,400 V,MCCB,BB1,
F7,Feeder,Intake lighting,250 A,400 V,CB,BB1,
F8,Feeder,Spare 2,250 A,400 V,CB,BB1,
